"","n","m","y","q","x","m_qy","xy_m","h","is_h_max","is_m_qy_min","is_xy_m_min"
"61657",50,335,12,27,28,11,1,1946.79318704817,FALSE,FALSE,TRUE
"61658",50,335,13,25,26,10,3,1945.15517885564,FALSE,FALSE,FALSE
"61659",50,335,14,23,24,13,1,1946.78996381804,FALSE,FALSE,TRUE
"61660",50,335,15,22,23,5,10,1942.31493049658,FALSE,FALSE,FALSE
"61661",50,335,16,20,21,15,1,1946.78835748722,FALSE,FALSE,TRUE
"61662",50,335,17,19,20,12,5,1943.64423860138,FALSE,FALSE,FALSE
"61663",50,335,18,18,19,11,7,1942.43188569984,FALSE,FALSE,FALSE
"61664",50,336,8,42,42,0,0,1954.54934974764,TRUE,TRUE,TRUE
"61665",50,336,9,37,38,3,6,1951.28021993479,FALSE,FALSE,FALSE
"61666",50,336,10,33,34,6,4,1951.52018263868,FALSE,FALSE,FALSE
"61667",50,336,11,30,31,6,5,1950.95722412239,FALSE,FALSE,FALSE
"61668",50,336,12,28,28,0,0,1954.54934974764,TRUE,TRUE,TRUE
"61669",50,336,13,25,26,11,2,1952.74479029334,FALSE,FALSE,FALSE
"61670",50,336,14,24,24,0,0,1954.54934974764,TRUE,TRUE,TRUE
"61671",50,336,15,22,23,6,9,1949.13173074227,FALSE,FALSE,FALSE
"61672",50,336,16,21,21,0,0,1954.54934974764,TRUE,TRUE,TRUE
"61673",50,336,17,19,20,13,4,1951.14000531784,FALSE,FALSE,FALSE
"61674",50,336,18,18,19,12,6,1949.79156645855,FALSE,FALSE,FALSE
"61675",50,337,9,37,38,4,5,1958.15387181503,FALSE,FALSE,FALSE
"61676",50,337,10,33,34,7,3,1958.90250517525,FALSE,FALSE,FALSE
"61677",50,337,11,30,31,7,4,1958.24572023958,FALSE,FALSE,FALSE
"61678",50,337,12,28,29,1,11,1958.89920253234,FALSE,TRUE,FALSE
"61679",50,337,13,25,26,12,1,1960.42543645686,TRUE,FALSE,TRUE
"61680",50,337,14,24,25,1,13,1958.74795344099,FALSE,TRUE,FALSE
"61681",50,337,15,22,23,7,8,1956.11597796277,FALSE,FALSE,FALSE
"61682",50,337,16,21,22,1,15,1958.61731252933,FALSE,TRUE,FALSE
"61683",50,337,17,19,20,14,3,1958.71277115238,FALSE,FALSE,FALSE
"61684",50,337,18,18,19,13,5,1957.23467727012,FALSE,FALSE,FALSE
"61685",50,338,9,37,38,5,4,1965.28019523449,FALSE,FALSE,FALSE
"61686",50,338,10,33,34,8,2,1966.42817477386,FALSE,FALSE,FALSE
"61687",50,338,11,30,31,8,3,1965.67756341881,FALSE,FALSE,FALSE
"61688",50,338,12,28,29,2,10,1964.63534967816,FALSE,FALSE,FALSE
"61689",50,338,13,26,26,0,0,1968.18951267326,TRUE,TRUE,TRUE
"61690",50,338,14,24,25,2,12,1964.33285149547,FALSE,FALSE,FALSE
"61691",50,338,15,22,23,8,7,1963.24357224531,FALSE,FALSE,FALSE
"61692",50,338,16,21,22,2,14,1964.07156967214,FALSE,FALSE,FALSE
"61693",50,338,17,19,20,15,2,1966.35702642121,FALSE,FALSE,FALSE
"61694",50,338,18,18,19,14,4,1964.75478719977,FALSE,FALSE,FALSE
"61695",50,339,9,37,38,6,3,1972.60787378945,FALSE,FALSE,FALSE
"61696",50,339,10,33,34,9,1,1974.079171945,TRUE,FALSE,TRUE
"61697",50,339,11,30,31,9,2,1973.23473417057,FALSE,FALSE,FALSE
"61698",50,339,12,28,29,3,9,1970.89474496775,FALSE,FALSE,FALSE
"61699",50,339,13,26,27,1,12,1972.46659806682,FALSE,TRUE,FALSE
"61700",50,339,14,24,25,3,11,1970.4409976937,FALSE,FALSE,FALSE
"61701",50,339,15,22,23,9,6,1970.49649410039,FALSE,FALSE,FALSE
"61702",50,339,16,21,22,3,13,1970.04907495871,FALSE,FALSE,FALSE
"61703",50,339,17,19,20,16,1,1974.06799782743,FALSE,FALSE,TRUE
"61704",50,339,18,18,19,15,3,1972.34638656372,FALSE,FALSE,FALSE
"61705",50,340,9,37,38,7,2,1980.10299931924,FALSE,FALSE,FALSE
"61706",50,340,10,34,34,0,0,1981.84150998747,TRUE,TRUE,TRUE
"61707",50,340,11,30,31,10,1,1980.90324579366,FALSE,FALSE,FALSE
"61708",50,340,12,28,29,4,8,1977.49393833092,FALSE,FALSE,FALSE
"61709",50,340,13,26,27,2,11,1978.1299778215,FALSE,FALSE,FALSE
"61710",50,340,14,24,25,4,10,1976.88894196553,FALSE,FALSE,FALSE
"61711",50,340,15,22,23,10,5,1977.86075682679,FALSE,FALSE,FALSE
"61712",50,340,16,21,22,4,12,1976.36637831888,FALSE,FALSE,FALSE
"61713",50,340,17,20,20,0,0,1981.84150998747,TRUE,TRUE,TRUE
"61714",50,340,18,18,19,16,2,1980.00470206505,FALSE,FALSE,FALSE
"61715",50,341,9,37,38,8,1,1987.74147191106,FALSE,FALSE,FALSE
"61716",50,341,10,34,35,1,9,1986.38243430265,FALSE,FALSE,FALSE
"61717",50,341,11,31,31,0,0,1988.67192475368,TRUE,TRUE,TRUE
"61718",50,341,12,28,29,5,7,1984.34580323332,FALSE,FALSE,FALSE
"61719",50,341,13,26,27,3,10,1984.31660571994,FALSE,FALSE,FALSE
"61720",50,341,14,24,25,5,9,1983.58955777658,FALSE,FALSE,FALSE
"61721",50,341,15,22,23,11,4,1985.32518689012,FALSE,FALSE,FALSE
"61722",50,341,16,21,22,5,11,1982.93635321826,FALSE,FALSE,FALSE
"61723",50,341,17,20,21,1,16,1985.86183570858,FALSE,FALSE,FALSE
"61724",50,341,18,18,19,17,1,1987.7255583202,FALSE,FALSE,FALSE
"61725",50,342,9,38,38,0,0,1995.50527207541,TRUE,TRUE,TRUE
"61726",50,342,10,34,35,2,8,1992.30965297895,FALSE,FALSE,FALSE
"61727",50,342,11,31,32,1,10,1993.12187030423,FALSE,FALSE,FALSE
"61728",50,342,12,28,29,6,6,1991.39902327122,FALSE,FALSE,FALSE
"61729",50,342,13,26,27,4,9,1990.84303169197,FALSE,FALSE,FALSE
"61730",50,342,14,24,25,6,8,1990.49152872313,FALSE,FALSE,FALSE
"61731",50,342,15,22,23,12,3,1992.88065167928,FALSE,FALSE,FALSE
"61732",50,342,16,21,22,6,10,1989.70768325315,FALSE,FALSE,FALSE
"61733",50,342,17,20,21,2,15,1991.26845579081,FALSE,FALSE,FALSE
"61734",50,342,18,19,19,0,0,1995.50527207541,TRUE,TRUE,TRUE
"61735",50,343,9,38,39,1,8,2000.15590220486,FALSE,TRUE,FALSE
"61736",50,343,10,34,35,3,7,1998.76011979901,FALSE,FALSE,FALSE
"61737",50,343,11,31,32,2,9,1998.9581102159,FALSE,FALSE,FALSE
"61738",50,343,12,28,29,7,5,1998.61969028394,FALSE,FALSE,FALSE
"61739",50,343,13,26,27,5,8,1997.62212920322,FALSE,FALSE,FALSE
"61740",50,343,14,24,25,7,7,1997.5609466445,FALSE,FALSE,FALSE
"61741",50,343,15,22,23,13,2,2000.51954652131,TRUE,FALSE,TRUE
"61742",50,343,16,21,22,7,9,1996.64646026286,FALSE,FALSE,FALSE
"61743",50,343,17,20,21,3,14,1997.19832401681,FALSE,FALSE,FALSE
"61744",50,343,18,19,20,1,17,1999.47557694233,FALSE,TRUE,FALSE
"61745",50,344,9,38,39,2,7,2006.19282669544,FALSE,TRUE,FALSE
"61746",50,344,10,34,35,4,6,2005.55038469267,FALSE,FALSE,FALSE
"61747",50,344,11,31,32,3,8,2005.31759827134,FALSE,FALSE,FALSE
"61748",50,344,12,28,29,8,4,2005.98370435869,FALSE,FALSE,FALSE
"61749",50,344,13,26,27,6,7,2004.60258184998,FALSE,FALSE,FALSE
"61750",50,344,14,24,25,8,6,2004.77371162791,FALSE,FALSE,FALSE
"61751",50,344,15,22,23,14,1,2008.23544048141,TRUE,FALSE,TRUE
"61752",50,344,16,21,22,8,8,2003.7285843346,FALSE,FALSE,FALSE
"61753",50,344,17,20,21,4,13,2003.4679903164,FALSE,FALSE,FALSE
"61754",50,344,18,19,20,2,16,2004.83217617037,FALSE,TRUE,FALSE
"61755",50,345,9,38,39,3,6,2012.75299932978,FALSE,FALSE,FALSE
"61756",50,345,10,34,35,5,5,2012.59332112554,FALSE,FALSE,FALSE
"61757",50,345,11,31,32,4,7,2012.01688440037,FALSE,FALSE,FALSE
"61758",50,345,12,28,29,9,3,2013.47304600598,FALSE,FALSE,FALSE
"61759",50,345,13,26,27,7,6,2011.75048147156,FALSE,FALSE,FALSE
"61760",50,345,14,24,25,9,5,2012.11180418385,FALSE,FALSE,FALSE
"61761",50,345,15,23,23,0,0,2016.02282387582,TRUE,TRUE,TRUE
"61762",50,345,16,21,22,9,7,2010.93603597888,FALSE,FALSE,FALSE
"61763",50,345,17,20,21,5,12,2009.9903281552,FALSE,FALSE,FALSE
"61764",50,345,18,19,20,3,15,2010.71202354217,FALSE,FALSE,FALSE
"61765",50,346,9,38,39,4,5,2019.6529700377,FALSE,FALSE,FALSE
"61766",50,346,10,34,35,6,4,2019.83761269392,FALSE,FALSE,FALSE
"61767",50,346,11,31,32,5,6,2018.96884206861,FALSE,FALSE,FALSE
"61768",50,346,12,28,29,10,2,2021.0737285246,TRUE,FALSE,TRUE
"61769",50,346,13,26,27,8,5,2019.04172815517,FALSE,FALSE,FALSE
"61770",50,346,14,24,25,10,4,2019.56123761112,FALSE,FALSE,FALSE
"61771",50,346,15,23,24,1,14,2020.1797488378,FALSE,TRUE,FALSE
"61772",50,346,16,21,22,10,6,2018.25482849449,FALSE,FALSE,FALSE
"61773",50,346,17,20,21,6,11,2016.71402112951,FALSE,FALSE,FALSE
"61774",50,346,18,19,20,4,14,2016.93166898756,FALSE,FALSE,FALSE
"61775",50,347,9,38,39,5,4,2026.80561228485,FALSE,FALSE,FALSE
"61776",50,347,10,34,35,7,3,2027.24935123712,FALSE,FALSE,FALSE
"61777",50,347,11,31,32,6,5,2026.12215487236,FALSE,FALSE,FALSE
"61778",50,347,12,28,29,11,1,2028.77457838014,TRUE,FALSE,TRUE
"61779",50,347,13,26,27,9,4,2026.45830241131,FALSE,FALSE,FALSE
"61780",50,347,14,24,25,11,3,2027.11083837532,FALSE,FALSE,FALSE
"61781",50,347,15,23,24,2,13,2025.7229681609,FALSE,TRUE,FALSE
"61782",50,347,16,21,22,11,5,2025.67378834702,FALSE,FALSE,FALSE
"61783",50,347,17,20,21,7,10,2023.60516107864,FALSE,FALSE,FALSE
"61784",50,347,18,19,20,5,13,2023.40398597217,FALSE,FALSE,FALSE
"61785",50,348,9,38,39,6,3,2034.1596096675,FALSE,FALSE,FALSE
"61786",50,348,10,34,35,8,2,2034.80443684235,FALSE,FALSE,FALSE
"61787",50,348,11,31,32,7,4,2033.44291465093,FALSE,FALSE,FALSE
"61788",50,348,12,29,29,0,0,2036.56646296152,TRUE,TRUE,TRUE
"61789",50,348,13,26,27,10,3,2033.98621753878,FALSE,FALSE,FALSE
"61790",50,348,14,24,25,12,2,2034.75147386534,FALSE,FALSE,FALSE
"61791",50,348,15,23,24,3,12,2031.78943562776,FALSE,FALSE,FALSE
"61792",50,348,16,21,22,12,4,2033.18378292539,FALSE,FALSE,FALSE
"61793",50,348,17,20,21,8,9,2030.63964808981,FALSE,FALSE,FALSE
"61794",50,348,18,19,20,6,12,2030.07765809228,FALSE,FALSE,FALSE
"61795",50,349,9,38,39,7,2,2041.68105402497,FALSE,FALSE,FALSE
"61796",50,349,10,34,35,9,1,2042.48485002012,TRUE,FALSE,TRUE
"61797",50,349,11,31,32,8,3,2040.90702149153,FALSE,FALSE,FALSE
"61798",50,349,12,29,30,1,11,2040.95080534177,FALSE,TRUE,FALSE
"61799",50,349,13,26,27,11,2,2041.61430000318,FALSE,FALSE,FALSE
"61800",50,349,14,24,25,13,1,2042.47553940824,FALSE,FALSE,TRUE
"61801",50,349,15,23,24,4,11,2038.19570116822,FALSE,FALSE,FALSE
"61802",50,349,16,21,22,13,3,2040.77720755662,FALSE,FALSE,FALSE
"61803",50,349,17,20,21,9,8,2037.7994626735,FALSE,FALSE,FALSE
"61804",50,349,18,19,20,7,11,2036.91877718722,FALSE,FALSE,FALSE
"61805",50,350,9,38,39,8,1,2049.34584544448,FALSE,FALSE,FALSE
"61806",50,350,10,35,35,0,0,2050.27660406921,TRUE,TRUE,TRUE
"61807",50,350,11,31,32,9,2,2048.49645590467,FALSE,FALSE,FALSE
"61808",50,350,12,29,30,2,10,2046.72144208315,FALSE,FALSE,FALSE
"61809",50,350,13,26,27,12,1,2049.33341719342,FALSE,FALSE,FALSE
"61810",50,350,14,25,25,0,0,2050.27660406921,TRUE,TRUE,TRUE
"61811",50,350,15,23,24,5,10,2044.85463824789,FALSE,FALSE,FALSE
"61812",50,350,16,21,22,14,2,2048.44763130593,FALSE,FALSE,FALSE
"61813",50,350,17,20,21,10,7,2045.07061812853,FALSE,FALSE,FALSE
"61814",50,350,18,19,20,8,10,2043.90324334419,FALSE,FALSE,FALSE
"61815",50,351,9,39,39,0,0,2057.13596443652,TRUE,TRUE,TRUE
"61816",50,351,10,35,36,1,9,2054.8461037015,FALSE,FALSE,FALSE
"61817",50,351,11,31,32,10,1,2056.19723118914,FALSE,FALSE,FALSE
"61818",50,351,12,29,30,3,9,2053.01532696829,FALSE,FALSE,FALSE
"61819",50,351,13,27,27,0,0,2057.13596443652,TRUE,TRUE,TRUE
"61820",50,351,14,25,26,1,13,2054.51521843606,FALSE,FALSE,FALSE
"61821",50,351,15,23,24,6,9,2051.71493046307,FALSE,FALSE,FALSE
"61822",50,351,16,21,22,15,1,2056.18954448954,FALSE,FALSE,FALSE
"61823",50,351,17,20,21,11,6,2052.44194092049,FALSE,FALSE,FALSE
"61824",50,351,18,19,20,9,9,2051.01303707369,FALSE,FALSE,FALSE
"61825",50,352,9,39,40,1,8,2061.81223840202,FALSE,FALSE,FALSE
"61826",50,352,10,35,36,2,8,2060.80189769491,FALSE,FALSE,FALSE
"61827",50,352,11,32,32,0,0,2063.99817381053,TRUE,TRUE,TRUE
"61828",50,352,12,29,30,4,8,2059.64900992702,FALSE,FALSE,FALSE
"61829",50,352,13,27,28,1,12,2061.45009533931,FALSE,FALSE,FALSE
"61830",50,352,14,25,26,2,12,2060.14012716404,FALSE,FALSE,FALSE
"61831",50,352,15,23,24,7,8,2058.74266965307,FALSE,FALSE,FALSE
"61832",50,352,16,22,22,0,0,2063.99817381053,TRUE,TRUE,TRUE
"61833",50,352,17,20,21,12,5,2059.90429843827,FALSE,FALSE,FALSE
"61834",50,352,18,19,20,10,8,2058.23417167453,FALSE,FALSE,FALSE
"61835",50,353,9,39,40,2,7,2067.87480672864,FALSE,FALSE,FALSE
"61836",50,353,10,35,36,3,7,2067.28093983209,FALSE,FALSE,FALSE
"61837",50,353,11,32,33,1,10,2068.47937444933,TRUE,TRUE,FALSE
"61838",50,353,12,29,30,5,7,2066.53536442497,FALSE,FALSE,FALSE
"61839",50,353,13,27,28,2,11,2067.15052060322,FALSE,FALSE,FALSE
"61840",50,353,14,25,26,3,11,2066.28828403578,FALSE,FALSE,FALSE
"61841",50,353,15,23,24,8,7,2065.9137559051,FALSE,FALSE,FALSE
"61842",50,353,16,22,23,1,15,2068.11160680302,FALSE,TRUE,FALSE
"61843",50,353,17,20,21,13,4,2067.45008600893,FALSE,FALSE,TRUE
"61844",50,353,18,19,20,11,7,2065.55547361228,FALSE,FALSE,FALSE
"61845",50,354,9,39,40,3,6,2074.46062319903,FALSE,FALSE,FALSE
"61846",50,354,10,35,36,4,6,2074.09978004285,FALSE,FALSE,FALSE
"61847",50,354,11,32,33,2,9,2074.34686944926,FALSE,TRUE,FALSE
"61848",50,354,12,29,30,6,6,2073.62307405843,FALSE,FALSE,FALSE
"61849",50,354,13,27,28,3,10,2073.37419401089,FALSE,FALSE,FALSE
"61850",50,354,14,25,26,4,10,2072.7762389811,FALSE,FALSE,FALSE
"61851",50,354,15,23,24,9,6,2073.21016972967,FALSE,FALSE,FALSE
"61852",50,354,16,22,23,2,14,2073.61133415663,FALSE,TRUE,FALSE
"61853",50,354,17,20,21,14,3,2075.07287269765,TRUE,FALSE,TRUE
"61854",50,354,18,19,20,12,6,2072.96781027588,FALSE,FALSE,FALSE
"61855",50,355,9,39,40,4,5,2081.386237743,FALSE,FALSE,FALSE
"61856",50,355,10,35,36,5,5,2081.17129179283,FALSE,FALSE,FALSE
"61857",50,355,11,32,33,3,8,2080.73761259294,FALSE,TRUE,FALSE
"61858",50,355,12,29,30,7,5,2080.8782306667,FALSE,FALSE,FALSE
"61859",50,355,13,27,28,4,9,2079.93766549215,FALSE,FALSE,FALSE
"61860",50,355,14,25,26,5,9,2079.51686546565,FALSE,FALSE,FALSE
"61861",50,355,15,23,24,10,5,2080.61792442556,FALSE,FALSE,FALSE
"61862",50,355,16,22,23,3,13,2079.634309654,FALSE,TRUE,FALSE
"61863",50,355,17,20,21,15,2,2082.76714882068,TRUE,FALSE,TRUE
"61864",50,355,18,19,20,13,5,2080.46357699234,FALSE,FALSE,FALSE
"61865",50,356,9,39,40,5,4,2088.5645238262,FALSE,FALSE,FALSE
"61866",50,356,10,35,36,6,4,2088.44415867832,FALSE,FALSE,FALSE
"61867",50,356,11,32,33,4,7,2087.46815381022,FALSE,TRUE,FALSE
"61868",50,356,12,29,30,8,4,2088.27673433701,FALSE,FALSE,FALSE
"61869",50,356,13,27,28,5,8,2086.75380851263,FALSE,FALSE,FALSE
"61870",50,356,14,25,26,6,8,2086.4588470857,FALSE,FALSE,FALSE
"61871",50,356,15,23,24,11,4,2088.12584645838,FALSE,FALSE,FALSE
"61872",50,356,16,22,23,4,12,2085.99708322496,FALSE,TRUE,FALSE
"61873",50,356,17,20,21,16,1,2090.5281410811,TRUE,FALSE,TRUE
"61874",50,356,18,19,20,14,4,2088.03634282687,FALSE,FALSE,FALSE
"61875",50,357,9,39,40,6,3,2095.94416504489,FALSE,FALSE,FALSE
"61876",50,357,10,35,36,7,3,2095.88447253863,FALSE,FALSE,FALSE
"61877",50,357,11,32,33,5,6,2094.45136656671,FALSE,FALSE,FALSE
"61878",50,357,12,29,30,9,3,2095.80056557986,FALSE,FALSE,FALSE
"61879",50,357,13,27,28,6,7,2093.77130666862,FALSE,FALSE,FALSE
"61880",50,357,14,25,26,7,7,2093.56827568057,FALSE,FALSE,FALSE
"61881",50,357,15,23,24,12,3,2095.72480321704,FALSE,FALSE,FALSE
"61882",50,357,16,22,23,5,11,2092.61252833514,FALSE,FALSE,FALSE
"61883",50,357,17,21,21,0,0,2098.35167409533,TRUE,TRUE,TRUE
"61884",50,357,18,19,20,15,3,2095.68059809571,FALSE,FALSE,FALSE
"61885",50,358,9,39,40,7,2,2103.49125323841,TRUE,FALSE,TRUE
"61886",50,358,10,35,36,8,2,2103.46813346097,FALSE,FALSE,TRUE
"61887",50,358,11,32,33,6,5,2101.63593445871,FALSE,FALSE,FALSE
"61888",50,358,12,29,30,10,2,2103.43573769403,FALSE,FALSE,TRUE
"61889",50,358,13,27,28,7,6,2100.95625179943,FALSE,FALSE,FALSE
"61890",50,358,14,25,26,8,6,2100.82105133748,FALSE,FALSE,FALSE
"61891",50,358,15,23,24,13,2,2103.40719002856,FALSE,FALSE,TRUE
"61892",50,358,16,22,23,6,10,2099.42932858082,FALSE,FALSE,FALSE
"61893",50,358,17,21,22,1,16,2102.41963687702,FALSE,TRUE,FALSE
"61894",50,358,18,19,20,16,2,2103.39156950193,FALSE,FALSE,TRUE
"61895",50,359,9,39,40,8,1,2111.18168849397,TRUE,FALSE,TRUE
"61896",50,359,10,35,36,9,1,2111.17712195585,FALSE,FALSE,TRUE
"61897",50,359,11,32,33,7,4,2108.98794932554,FALSE,FALSE,FALSE
"61898",50,359,12,29,30,11,1,2111.17107714513,FALSE,FALSE,TRUE
"61899",50,359,13,27,28,8,5,2108.28454399227,FALSE,FALSE,FALSE
"61900",50,359,14,25,26,9,5,2108.19915456692,FALSE,FALSE,FALSE
"61901",50,359,15,23,24,14,1,2111.16657595816,FALSE,FALSE,TRUE
"61902",50,359,16,22,23,7,9,2106.41357580133,FALSE,FALSE,FALSE
"61903",50,359,17,21,22,2,15,2107.87389401983,FALSE,TRUE,FALSE
"61904",50,359,18,19,20,17,1,2111.16508166196,FALSE,FALSE,TRUE
"61905",50,360,9,40,40,0,0,2118.99745132206,TRUE,TRUE,TRUE
"61906",50,360,10,36,36,0,0,2118.99745132206,TRUE,TRUE,TRUE
"61907",50,360,11,32,33,8,3,2116.48331125439,FALSE,FALSE,FALSE
"61908",50,360,12,30,30,0,0,2118.99745132206,TRUE,TRUE,TRUE
"61909",50,360,13,27,28,9,4,2115.73816375764,FALSE,FALSE,FALSE
"61910",50,360,14,25,26,10,4,2115.68859866769,FALSE,FALSE,FALSE
"61911",50,360,15,24,24,0,0,2118.99745132206,TRUE,TRUE,TRUE
"61912",50,360,16,22,23,8,8,2113.54117008387,FALSE,FALSE,FALSE
"61913",50,360,17,21,22,3,14,2113.85139930641,FALSE,FALSE,FALSE
"61914",50,360,18,20,20,0,0,2118.99745132206,TRUE,TRUE,TRUE
"61915",50,361,9,40,41,1,8,2123.69872789238,FALSE,FALSE,FALSE
"61916",50,361,10,36,37,1,9,2123.59473230547,FALSE,FALSE,FALSE
"61917",50,361,11,32,33,9,2,2124.10400075578,FALSE,FALSE,FALSE
"61918",50,361,12,30,31,1,11,2123.41513321123,FALSE,FALSE,FALSE
"61919",50,361,13,27,28,10,3,2123.30312439435,FALSE,FALSE,FALSE
"61920",50,361,14,25,26,11,3,2123.27821010538,FALSE,FALSE,FALSE
"61921",50,361,15,24,25,1,14,2123.19605501541,FALSE,FALSE,FALSE
"61922",50,361,16,22,23,9,7,2120.79409193894,FALSE,FALSE,FALSE
"61923",50,361,17,21,22,4,13,2120.16870266657,FALSE,FALSE,FALSE
"61924",50,361,18,20,21,1,17,2123.01777704317,FALSE,FALSE,FALSE
"61925",50,361,19,19,19,0,0,2125.88494295817,TRUE,TRUE,TRUE
"61926",50,362,9,40,41,2,7,2129.78629882381,FALSE,FALSE,FALSE
"61927",50,362,10,36,37,2,8,2129.57830765001,FALSE,FALSE,FALSE
"61928",50,362,11,32,33,10,1,2131.8360311285,TRUE,FALSE,TRUE
"61929",50,362,12,30,31,2,10,2129.21910946153,FALSE,FALSE,FALSE
"61930",50,362,13,27,28,11,2,2130.96825236798,FALSE,FALSE,FALSE
"61931",50,362,14,25,26,12,2,2130.95885626891,FALSE,FALSE,FALSE
"61932",50,362,15,24,25,2,13,2128.78095306988,FALSE,FALSE,FALSE
"61933",50,362,16,22,23,10,6,2128.15835466535,FALSE,FALSE,FALSE
"61934",50,362,17,21,22,5,12,2126.73867756596,FALSE,FALSE,FALSE
"61935",50,362,18,20,21,2,16,2128.4243971254,FALSE,FALSE,FALSE
"61936",50,362,19,19,20,1,18,2129.85524782509,FALSE,TRUE,FALSE
"61937",50,363,9,40,41,3,6,2136.39711789902,FALSE,FALSE,FALSE
"61938",50,363,10,36,37,3,7,2136.08513113831,FALSE,FALSE,FALSE
"61939",50,363,11,33,33,0,0,2139.66822883814,TRUE,TRUE,TRUE
"61940",50,363,12,30,31,3,9,2135.54633385559,FALSE,FALSE,FALSE
"61941",50,363,13,27,28,12,1,2138.72441506744,FALSE,FALSE,FALSE
"61942",50,363,14,25,26,13,1,2138.72293248531,FALSE,FALSE,FALSE
"61943",50,363,15,24,25,3,12,2134.88909926812,FALSE,FALSE,FALSE
"61944",50,363,16,22,23,11,5,2135.62278472867,FALSE,FALSE,FALSE
"61945",50,363,17,21,22,6,11,2133.51000760085,FALSE,FALSE,FALSE
"61946",50,363,18,20,21,3,15,2134.3542653514,FALSE,FALSE,FALSE
"61947",50,363,19,19,20,2,17,2135.21184705312,FALSE,FALSE,FALSE
"61948",50,364,9,40,41,4,5,2143.34773504781,FALSE,FALSE,FALSE
"61949",50,364,10,36,37,4,6,2142.9317527002,FALSE,FALSE,FALSE
"61950",50,364,11,33,34,1,10,2144.1797371467,FALSE,FALSE,FALSE
"61951",50,364,12,30,31,4,8,2142.21335632324,FALSE,FALSE,FALSE
"61952",50,364,13,28,28,0,0,2146.56400781977,TRUE,TRUE,TRUE
"61953",50,364,14,26,26,0,0,2146.56400781977,TRUE,TRUE,TRUE
"61954",50,364,15,24,25,4,11,2141.33704353995,FALSE,FALSE,FALSE
"61955",50,364,16,22,23,12,4,2143.17824951784,FALSE,FALSE,FALSE
"61956",50,364,17,21,22,7,10,2140.44878461056,FALSE,FALSE,FALSE
"61957",50,364,18,20,21,4,14,2140.62393165098,FALSE,FALSE,FALSE
"61958",50,364,19,19,20,3,16,2141.09169442493,FALSE,FALSE,FALSE
"61959",50,365,9,40,41,5,4,2150.55102373582,FALSE,FALSE,FALSE
"61960",50,365,10,36,37,5,5,2150.03104580131,FALSE,FALSE,FALSE
"61961",50,365,11,33,34,2,9,2150.07753981637,FALSE,FALSE,FALSE
"61962",50,365,12,30,31,5,7,2149.1330503301,FALSE,FALSE,FALSE
"61963",50,365,13,28,29,1,12,2150.91386060448,TRUE,TRUE,FALSE
"61964",50,365,14,26,27,1,13,2150.84109321333,FALSE,TRUE,FALSE
"61965",50,365,15,24,25,5,10,2148.037659351,FALSE,FALSE,FALSE
"61966",50,365,16,22,23,13,3,2150.81714435987,FALSE,FALSE,TRUE
"61967",50,365,17,21,22,8,9,2147.5309086823,FALSE,FALSE,FALSE
"61968",50,365,18,20,21,5,13,2147.14626948979,FALSE,FALSE,FALSE
"61969",50,365,19,19,20,4,15,2147.31133987032,FALSE,FALSE,FALSE
"61970",50,366,9,40,41,6,3,2157.95566755934,FALSE,FALSE,FALSE
"61971",50,366,10,36,37,6,4,2157.33169403792,FALSE,FALSE,FALSE
"61972",50,366,11,33,34,3,8,2156.49859062981,FALSE,FALSE,FALSE
"61973",50,366,12,30,31,6,6,2156.25409947247,FALSE,FALSE,FALSE
"61974",50,366,13,28,29,2,11,2156.6500077503,FALSE,TRUE,FALSE
"61975",50,366,14,26,27,2,12,2156.50447296801,FALSE,TRUE,FALSE
"61976",50,366,15,24,25,6,9,2154.93963029755,FALSE,FALSE,FALSE
"61977",50,366,16,22,23,14,2,2158.53303831997,TRUE,FALSE,TRUE
"61978",50,366,17,21,22,9,8,2154.73836032658,FALSE,FALSE,FALSE
"61979",50,366,18,20,21,6,12,2153.8699624641,FALSE,FALSE,FALSE
"61980",50,366,19,19,20,5,14,2153.78365685493,FALSE,FALSE,FALSE
"61981",50,367,9,40,41,7,2,2165.52775835768,FALSE,FALSE,FALSE
"61982",50,367,10,36,37,7,3,2164.79978924936,FALSE,FALSE,FALSE
"61983",50,367,11,33,34,4,7,2163.25943951684,FALSE,FALSE,FALSE
"61984",50,367,12,30,31,7,5,2163.54259558967,FALSE,FALSE,FALSE
"61985",50,367,13,28,29,3,10,2162.90940303988,FALSE,TRUE,FALSE
"61986",50,367,14,26,27,3,11,2162.69110086645,FALSE,TRUE,FALSE
"61987",50,367,15,24,25,7,8,2162.00904821892,FALSE,FALSE,FALSE
"61988",50,367,16,22,23,15,1,2166.32042171438,TRUE,FALSE,TRUE
"61989",50,367,17,21,22,10,7,2162.05715284218,FALSE,FALSE,FALSE
"61990",50,367,18,20,21,7,11,2160.76110241323,FALSE,FALSE,FALSE
"61991",50,367,19,19,20,6,13,2160.45732897504,FALSE,FALSE,FALSE
"61992",50,368,9,40,41,8,1,2173.24319621805,FALSE,FALSE,FALSE
"61993",50,368,10,36,37,8,2,2172.41123152283,FALSE,FALSE,FALSE
"61994",50,368,11,33,34,5,6,2170.27295994309,FALSE,FALSE,FALSE
"61995",50,368,12,30,31,8,4,2170.97443876889,FALSE,FALSE,FALSE
"61996",50,368,13,28,29,4,9,2169.50859640306,FALSE,FALSE,FALSE
